Ranking,User,Model,Results,Mean Reward,Std Reward
3568,pedromcf,pedromcf/ppo-LunarLander-v2,245.86,268.55,22.69
3569,FabioQuintao,FabioQuintao/ppo-LunarLander-v2,245.86,269.41,23.55
3570,mathreader,mathreader/ppo-LunarLander-v2,245.85999999999999,258.96,13.1
3571,gilesagnel,gilesagnel/ppo-LunarLander,245.85000000000002,264.41,18.56
3572,mmartu,mmartu/ppo-LunarLander-v2,245.84000000000003,263.72,17.88
3573,VATSAL1729,VATSAL1729/ppo-LunarLander-v2,245.84,259.19,13.35
3574,mikewzp,mikewzp/ppo-LunarLander-v2,245.83999999999997,272.15,26.31
3575,pinaggle,pinaggle/ppo-LunarLander-v2,245.83,266.35,20.52
3576,haanjack,haanjack/ppo-LunarLander-v2,245.82,266.56,20.74
3577,TManGo,TManGo/ppo-LunarLander-v2,245.82,261.77,15.95
3578,pittawat,pittawat/ppo-LunarLander-v2-LunarLander-v2,245.81,262.95,17.14
3579,LizSando,LizSando/ppo-LunarLander-v2,245.8,262.47,16.67
3580,AndreyM,AndreyM/rl_course_luner_lander,245.8,261.24,15.44
3581,isotnek,isotnek/ppo-LunarLander,245.79999999999998,264.14,18.34
3582,HasanErdin,HasanErdin/ppo-Lunar_v2,245.78000000000003,260.47,14.69
3583,biggunray,biggunray/ppo-LunarLander-v2,245.78,263.32,17.54
3584,mani05,mani05/PPO-LunarLander-v2,245.77999999999997,264.33,18.55
3585,akolmykov,akolmykov/ppo-LunarLander-v2,245.76999999999998,263.94,18.17
3586,fatslow,fatslow/ppo-LunarLander-v2,245.76,261.06,15.3
3587,Tonic,Tonic/LunarLander,245.76,263.02,17.26
3588,ichacon,ichacon/ppo-LunarLander-v2,245.75,265.39,19.64
3589,anrojasor,anrojasor/ppo-LunarLander-v2,245.75,269.39,23.64
3590,undineunda,undineunda/ppo-LunarLander-v2,245.74999999999997,268.65,22.9
3591,sagar353,sagar353/ppo-LunarLander-v2,245.73000000000002,265.68,19.95
3592,nullne,nullne/ppo-LunarLander-v2,245.73000000000002,260.29,14.56
3593,NERO500,NERO500/ppo-LunarLander-v2,245.73000000000002,264.36,18.63
3594,joono,joono/ppo-LunarLander-v2,245.73,263.44,17.71
3595,RajkNakka,RajkNakka/ppo-LunarLander-v2,245.72,260.88,15.16
3596,celsolbm,celsolbm/ppo-LunarLander-v2,245.71999999999997,261.34,15.62
3597,Hourai,Hourai/ppo-LunarLander-v2,245.71999999999997,266.28,20.56
3598,uddie6930,uddie6930/ppo-LunarLander-v2,245.70999999999998,264.26,18.55
3599,Mendel192,Mendel192/exp0,245.70999999999998,268.09,22.38
3600,ccattomio,ccattomio/PPO-LunarLander-v2,245.70000000000002,264.54,18.84
3601,Aladin77,Aladin77/ppo-LunarLander-v2,245.7,263.58,17.88
3602,J4m35M4xw3ll,J4m35M4xw3ll/ppo-LunarLander-v2,245.69,265.43,19.74
3603,justinsiow,justinsiow/ppo-LunarLander-v2,245.68,254.38,8.7
3604,chasmiccoder,chasmiccoder/ppo-LunarLander-v2,245.68,262.82,17.14
3605,Dominique503,Dominique503/ppo-LunarLander-v2,245.67000000000002,260.18,14.51
3606,mcasomm,mcasomm/mode1,245.67,265.08,19.41
3607,kioco,kioco/default_ppo-LunarLander-v2,245.65000000000003,270.41,24.76
3608,Prabhat2000,Prabhat2000/ppo-LunarLander-v2,245.64999999999998,267.21,21.56
3609,guocheng66,guocheng66/ppo-lunarlander,245.64,261.53,15.89
3610,Sayyor,Sayyor/PPO_LunarLander-v2,245.64,259.58,13.94
3611,saikiranp,saikiranp/ppo-LunarLander-v2,245.62,265.06,19.44
3612,gilesagnel,gilesagnel/ppo-LunarLander-v2,245.62,263.98,18.36
3613,msoilan-usal,msoilan-usal/PPO-LunarLander-v2,245.61999999999998,268.77,23.15
3614,jasonsgraham,jasonsgraham/ppo-LunarLander-v2,245.61999999999998,265.83,20.21
3615,abhaykumar,abhaykumar/sample,245.61999999999998,262.9,17.28
3616,ZeyadGamal,ZeyadGamal/ppo-LunarLander-v2,245.61,269.92,24.31
3617,RTT,RTT/ppo-LunarLander-v2,245.61,265.8,20.19
3618,confic,confic/LunarLander-v2_1,245.60999999999999,256.13,10.52
3619,danilyef,danilyef/ppo-LunarLander-v2,245.60000000000002,259.24,13.64
3620,lgarma,lgarma/LunarLander,245.6,269.0,23.4
3621,unfinity,unfinity/PPO-LunarLander-v2,245.58,262.6,17.02
3622,taysmith,taysmith/ppo-LunarLander-v2,245.57000000000002,265.3,19.73
3623,globophobe,globophobe/ppo-LunarLander-v2,245.55,263.55,18.0
3624,DenysKlypkin,DenysKlypkin/LunarLander,245.55,260.87,15.32
3625,sdidier-dev,sdidier-dev/ppo-LunarLander-v2,245.54000000000002,260.66,15.12
3626,Luciole1777,Luciole1777/ppo-LunarLander-v2,245.53000000000003,264.42,18.89
3627,Ligaan,Ligaan/ppo-LunarLander-v2,245.53000000000003,264.42,18.89
3628,odahl,odahl/ppo-LunarLander-v2,245.51999999999998,271.65,26.13
3629,newwater,newwater/PPO-LunarLander-v2-optuna,245.51,269.37,23.86
3630,lilyliaolll,lilyliaolll/rl-demo,245.51,260.9,15.39
3631,Wembo,Wembo/ppo-LunarLander-v2,245.51,262.52,17.01
3632,ridiculoys,ridiculoys/PPO-LunarLander-v2,245.5,264.18,18.68
3633,facehugofc,facehugofc/ppo-LunarLander-v2,245.49999999999997,264.59,19.09
3634,Andres2024a,Andres2024a/ppo-LunarLander-v2,245.49,259.24,13.75
3635,lambdavi,lambdavi/ppo-LunarLander-v2,245.48000000000002,265.81,20.33
3636,jerber,jerber/ppo-LunarLander-v2,245.48000000000002,267.98,22.5
3637,Sumukha1995,Sumukha1995/PPO-LunarLander-v2,245.48000000000002,263.99,18.51
3638,wo1fsea,wo1fsea/ppo-LunarLander-v2,245.47000000000003,266.3,20.83
3639,nickmar,nickmar/nm-SpaceLander,245.47,264.63,19.16
3640,fgiannini69,fgiannini69/ppo-LunarLander-v2,245.46999999999997,265.09,19.62
3641,Trimux,Trimux/ppo-LunarLander-v2,245.45,261.82,16.37
3642,Kiriko,Kiriko/LunarLanderAgent,245.45,257.09,11.64
3643,picklehari,picklehari/lunar_landing,245.44,265.49,20.05
3644,pedrowww,pedrowww/ppo-LunarLander-v2,245.43999999999997,266.03,20.59
3645,rmahmodi,rmahmodi/ppo-LunarLander-v2,245.43000000000004,257.85,12.42
3646,MorganWKen,MorganWKen/ppo-LunarLander-v2,245.42000000000002,267.0,21.58
3647,i8pxgd2s,i8pxgd2s/ppo-LunarLander-v2,245.42,282.96,37.54
3648,Taikuchou,Taikuchou/ppo-LunarLander-v2,245.42,264.58,19.16
3649,GodOfHighScool,GodOfHighScool/ppo-LunarLander-v,245.42,258.88,13.46
3650,nkt32,nkt32/ppo-LunarLander-v2,245.41000000000003,265.99,20.58
3651,sebastiansarasti,sebastiansarasti/ppo-LunarLander-v2,245.41,263.82,18.41
3652,alosof,alosof/LunarLander-v2,245.4,264.49,19.09
3653,Michaelwang007,Michaelwang007/ppo-LunarLander-v2,245.4,265.43,20.03
3654,Claaas,Claaas/ppo-LunarLander-v2,245.39,266.69,21.3
3655,humnrdble,humnrdble/DeepRL-unit1,245.38000000000002,264.54,19.16
3656,chriss1245,chriss1245/ppo_lunar_lander,245.38000000000002,257.98,12.6
3657,tyyim,tyyim/LunarLander-v2,245.38,265.05,19.67
3658,qazisaad,qazisaad/ppo-LunarLander-v2,245.38,262.05,16.67
3659,tbooy,tbooy/ppo-unit1LunarLander-v2,245.36,268.22,22.86
3660,proudno0b,proudno0b/lunarLander2test,245.36,262.37,17.01
3661,zyy519,zyy519/ppo-LunarLander-v2,245.35,261.31,15.96
3662,wonhyukyun,wonhyukyun/ppo-LunarLander-v2,245.35,259.13,13.78
3663,SamirLahouar,SamirLahouar/ppo-LunarLander-v2,245.34,262.74,17.4
3664,Khamad,Khamad/ppo-LunarLander-v2,245.33999999999997,264.33,18.99
3665,Shahzebbb,Shahzebbb/ppo-LunarLander-v2,245.33,261.61,16.28
3666,rahatchd,rahatchd/ppo-LunarLander-v2,245.32,259.01,13.69
3667,romangostilo,romangostilo/ppo-LunarLander-v2,245.31,263.12,17.81
3668,TrainDolphins,TrainDolphins/LunarLander-ppo-v2,245.31,266.24,20.93
3669,yesuns,yesuns/ppo-LunarLander-v2,245.29999999999998,261.78,16.48
3670,JeonHyoSeok,JeonHyoSeok/ppo-LunarLander-v2,245.29999999999998,266.08,20.78
3671,CareyCai,CareyCai/ppo-LunarLander-v2,245.29000000000002,266.1,20.81
3672,Yooniel,Yooniel/ppo-LunarLander-v2,245.28,267.63,22.35
3673,ShrideepG,ShrideepG/ppo-LunarLander-v2,245.26999999999998,265.26,19.99
3674,nickw9,nickw9/ppo-LunarLander-v2,245.26,256.15,10.89
3675,Robloch,Robloch/ppo-LunarLander-v2-finetuned,245.24,263.32,18.08
3676,agoyal496,agoyal496/ppo-LunarLander-v2,245.23000000000002,267.04,21.81
3677,emamisara855,emamisara855/ppo-LunarLander-v2,245.21999999999997,266.52,21.3
3678,rfdickerson,rfdickerson/ppo-LunarLander-v2,245.21,262.75,17.54
3679,sorroche,sorroche/ppo-LunarLander-v2,245.20000000000002,268.54,23.34
3680,nrjl,nrjl/ppo-LunarLander-v2,245.2,256.82,11.62
3681,Wilson2356,Wilson2356/ppo-LunarLander-v2,245.19,264.88,19.69
3682,Nams139,Nams139/ppo-LunarLaner-v2,245.19,261.37,16.18
3683,Itamarb123,Itamarb123/LunarLander-v2,245.18999999999997,260.21,15.02
3684,matheusgeda,matheusgeda/ppo-LunarLander-v2,245.18,270.73,25.55
3685,Yifei00,Yifei00/ppo-LunarLander-v2,245.18,265.3,20.12
3686,michaelcheung,michaelcheung/ppo-LunarLander-v2,245.17000000000002,261.49,16.32
3687,dermaschine,dermaschine/ppo-LunarLander-v2,245.16,257.5,12.34
3688,tongxue2023,tongxue2023/ppo-LunarLander-v2,245.15,259.63,14.48
3689,shreyansjain,shreyansjain/ppo-LunarLander-v2,245.14999999999998,261.4,16.25
3690,dean-r,dean-r/ppo-LunarLander-v2-w1,245.14999999999998,265.39,20.24
3691,sbanker,sbanker/ppo-LunarLander-v2,245.14,269.13,23.99
3692,mliubimov,mliubimov/ppo-LunarLander-v2,245.14,260.89,15.75
3693,commandai,commandai/ppo-LunarLander-v2,245.13,262.2,17.07
3694,hug-face-lampros,hug-face-lampros/ppo-LunarLander-v2,245.11,265.62,20.51
3695,mili7522,mili7522/ppo-LunarLander-v2,245.10999999999999,264.2,19.09
3696,Kornel,Kornel/ppo-LunarLander-v2,245.10999999999999,266.7,21.59
3697,Smimi,Smimi/ppo-LunarLander-v2,245.1,263.08,17.98
3698,Farseer-W,Farseer-W/ppo-LunarLander-v2,245.1,261.58,16.48
3699,Batman-11,Batman-11/RL_projects,245.05999999999997,261.78,16.72
3700,tulioResende,tulioResende/reinforce-ppo-LunarLander-v2,245.05,263.1,18.05
3701,sachinkenny,sachinkenny/ppo-LunarLander-v2,245.04999999999998,261.58,16.53
3702,pcoke,pcoke/ppo-LunarLander-v2,245.04999999999998,267.96,22.91
3703,Puranjay14,Puranjay14/ppo-LunarLander-v2,245.04000000000002,259.55,14.51
3704,pranavp00,pranavp00/ppo-LunarLander-v2,245.04,259.0,13.96
3705,hugo-massonnat,hugo-massonnat/ppo-LunarLander-v2,245.04,260.26,15.22
3706,dotunadegbite,dotunadegbite/base_ppo-LunarLander-v2,245.04,262.69,17.65
3707,chengcshi,chengcshi/ppo-LunarLander-v2,245.04,262.95,17.91
3708,paicup09,paicup09/ppo-LunarLander-v2-unit1,245.03000000000003,261.54,16.51
3709,Nurmukhamed,Nurmukhamed/ppo-LunarLander-v2,245.02999999999997,271.27,26.24
3710,w0475858,w0475858/ppo-LunarLander-v2,245.02,254.84,9.82
3711,reinhard,reinhard/TEST2ppo-LunarLander-v2,245.02,268.42,23.4
3712,xma8,xma8/PPO-LunarLander-v2,245.01999999999998,259.89,14.87
3713,irow,irow/deeprl-lesson1,245.01999999999998,266.45,21.43
3714,BarefootBayes,BarefootBayes/ppo-LunarLander-v2,245.01000000000002,267.04,22.03
3715,voleg44,voleg44/TEST2ppo-LunarLander-v2,245.00000000000003,266.16,21.16
3716,RajMoodley,RajMoodley/ppo-LunarLander-v2-TEST,245.0,263.69,18.69
3717,Neronuser,Neronuser/ppo-LunarLander-v2,245.0,264.74,19.74
3718,MartinoMensio,MartinoMensio/ppo-LunarLander-v2,245.0,264.89,19.89
3719,suvadityamuk,suvadityamuk/ppo-LunarLander-v2-practicecourse-1,244.99999999999997,259.96,14.96
3720,yykakui,yykakui/ppo-LunarLander-v2,244.99,262.48,17.49
3721,denys314,denys314/ppo-LunarLander-v2,244.98999999999998,265.01,20.02
3722,davidrd123,davidrd123/ppo-LunarLander-v2_optim_v1,244.98999999999998,264.77,19.78
3723,ndrini,ndrini/RL,244.98000000000002,264.79,19.81
3724,chainsurfer,chainsurfer/ppo-LunarLander-v2,244.98000000000002,267.1,22.12
3725,yabezsh,yabezsh/PPO_LunarLander-v2,244.98,268.01,23.03
3726,SIA86,SIA86/RL_course,244.97,264.49,19.52
3727,Harri,Harri/PPO_Lander_V2,244.96999999999997,263.28,18.31
3728,rmeireles,rmeireles/ppo-LunarLander-v2,244.96,262.05,17.09
3729,ZivK,ZivK/ppo-LunarLander-v2,244.96,262.17,17.21
3730,mrj22,mrj22/ppo-LunarLander-v2,244.95999999999998,263.21,18.25
3731,brightfarmns,brightfarmns/ppo-LunarLander-v2,244.95000000000002,267.55,22.6
3732,pjfernan,pjfernan/ppo-LunarLander-v2,244.95,270.62,25.67
3733,ingisteinn,ingisteinn/ppo-LunarLander-v2,244.95,261.62,16.67
3734,Isawany,Isawany/ppo-LunarLander-v2,244.94000000000003,266.6,21.66
3735,bwilkie,bwilkie/ppo-LunarLander-v2,244.93,264.67,19.74
3736,billray110,billray110/ppo-LunarLander-v2,244.93,267.75,22.82
3737,SarvasvaK,SarvasvaK/LunarLander,244.93,261.69,16.76
3738,aj-ai,aj-ai/PPO-LunarLander-v2,244.92,256.46,11.54
3739,akotyla,akotyla/ppo-LunarLander-v2-test-972,244.91000000000003,259.48,14.57
3740,Horken,Horken/ppo-LunarLander-v2,244.91000000000003,261.35,16.44
3741,hfef7ui2,hfef7ui2/ppo-LunarLander-v2,244.90999999999997,263.27,18.36
3742,yhyeo0202,yhyeo0202/ppo-LunarLander-v2-unit1,244.9,262.0,17.1
3743,maavaneck,maavaneck/ppo-LunarLander-v2,244.9,266.69,21.79
3744,jschadewald,jschadewald/ppo-LunarLander-v2,244.9,262.43,17.53
3745,danielmaxwell,danielmaxwell/ppo-LunarLander-v2,244.89999999999998,263.33,18.43
3746,kalypso42,kalypso42/ppo-LunarLander-v2,244.89000000000001,265.3,20.41
3747,elAmado,elAmado/ppo-LunarLander-v2,244.89000000000001,260.3,15.41
3748,TahsinZaman,TahsinZaman/ppo-LunarLander-v2,244.88000000000002,266.67,21.79
3749,diskshima,diskshima/deep-rl-class-unit01-LunarLander-v2,244.88,263.26,18.38
3750,M2LabOrg,M2LabOrg/ppo-LunarLander-v2,244.88,264.8,19.92
3751,joshbz,joshbz/ppo-LunarLander-v2,244.87000000000003,256.04,11.17
3752,robotfarmer,robotfarmer/ppo-lunarlander,244.87,259.86,14.99
3753,DJDonovan,DJDonovan/ppo-LunarLander-v2,244.87,269.45,24.58
3754,Oslaw,Oslaw/ppo-LunarLander-v2,244.85999999999999,260.52,15.66
3755,MarkusBaumgartner,MarkusBaumgartner/ppo-LunarLander-v2,244.85000000000002,263.29,18.44
3756,mark-oppenheim,mark-oppenheim/rl-course-unit1-lunar-lander,244.85,268.14,23.29
3757,jdmatthews,jdmatthews/ppo-LunarLander-v2,244.85,259.14,14.29
3758,r4f705,r4f705/ppo-LunarLander-v2,244.84,260.99,16.15
3759,Myorgforrepos,Myorgforrepos/ppo-LunarLander-v2,244.84,261.75,16.91
3760,DavidClark314,DavidClark314/ppo-LunarLander-v2,244.84,259.55,14.71
3761,emmettc,emmettc/ppo-LunarLander-v2,244.82999999999998,268.02,23.19
3762,ashwinram472,ashwinram472/ppo-LunarLander-v2,244.82999999999998,267.82,22.99
3763,peterdamn,peterdamn/ppo-LunarLander-v2,244.82,264.33,19.51
3764,dpkkdn,dpkkdn/ppo-LunarLander-v2,244.81000000000003,257.47,12.66
3765,tjackiewicz,tjackiewicz/ppo-LunarLander-v2,244.8,264.13,19.33
3766,allie21,allie21/ppo-LunarLander-v2,244.8,264.56,19.76
3767,rohitmenon86,rohitmenon86/ppo-LunarLander-v2,244.79999999999998,263.77,18.97
3768,gg232,gg232/ppo-LunarLander-v2,244.79000000000002,258.98,14.19
3769,menelaos,menelaos/ppo-LunarLander-v2,244.78000000000003,259.72,14.94
3770,adzcai,adzcai/ppo-LunarLander-v2,244.78000000000003,259.42,14.64
3771,Anaf81,Anaf81/PPO-LunarLander-v2,244.78,264.93,20.15
3772,sunil18p31a0101,sunil18p31a0101/ppo-LunarLander-v2,244.77999999999997,269.02,24.24
3773,ugurkaymaz,ugurkaymaz/ppo-LunarLander-v2,244.77,267.92,23.15
3774,farukbuldur,farukbuldur/ppo-LunarLander-v2,244.77,266.42,21.65
3775,atharvpandit,atharvpandit/ppo-LunarLanderv2,244.76999999999998,260.96,16.19
3776,EAV123,EAV123/ppo-LunarLander-v2,244.76999999999998,260.7,15.93
3777,ehsanranjbari,ehsanranjbari/ppo-LunarLander-v2,244.76,261.12,16.36
3778,carolinainmymind,carolinainmymind/Lunar-Lander-v2,244.76,271.21,26.45
3779,Joel-Jeffrey,Joel-Jeffrey/ppo-LunarLander-v2,244.76,266.45,21.69
3780,heathlovell,heathlovell/ppo-LunarLander-v2,244.75000000000003,262.54,17.79
3781,NLeseul,NLeseul/RLtest-unit1,244.75,252.38,7.63
3782,rlRookie,rlRookie/ppo-LunarLander-v2,244.74999999999997,257.27,12.52
3783,blghtr,blghtr/ppo-LunarLander-v2,244.73999999999998,265.15,20.41
3784,YYJJJY,YYJJJY/ppo-LunarLander-v2,244.73000000000002,265.79,21.06
3785,hanq0212,hanq0212/RL_course_unit0,244.73,262.46,17.73
3786,snj144,snj144/ppo-LunarLander-v2,244.72,261.88,17.16
3787,parjun,parjun/Deep_Reinforcement_learning,244.72,263.32,18.6
3788,GhadeerElmkaiel,GhadeerElmkaiel/LunarLander-v2-Test,244.72,263.94,19.22
3789,shhh9,shhh9/ppo-LunarLander-v2,244.70999999999998,259.58,14.87
3790,guirnd,guirnd/ppo-LunarLander-v2,244.70999999999998,264.64,19.93
3791,sepsad,sepsad/ppo-LunarLander-v2,244.7,258.09,13.39
3792,VigneshPasupathyHF,VigneshPasupathyHF/ppo-LunarLander-v2,244.69000000000003,270.22,25.53
3793,aidaralimbayev,aidaralimbayev/ppo-LunarLander-v2,244.69,258.37,13.68
3794,shanmukhchaitu,shanmukhchaitu/ppo-LunarLander-v2,244.68,267.55,22.87
3795,Yorkay11,Yorkay11/ppo-LunarLander-v2,244.67,263.39,18.72
3796,abhinavv3,abhinavv3/ppo-LunarLander-v2,244.66,268.5,23.84
3797,arekpaterak,arekpaterak/ppo-LunarLander-v2,244.65999999999997,265.96,21.3
3798,Kenny86,Kenny86/ppo-LunarLander-v2,244.64000000000001,266.17,21.53
3799,kowalsky,kowalsky/LunarLander-v2,244.64,265.7,21.06
3800,KayneWang,KayneWang/ppo-LunarLander-v2,244.64,262.69,18.05
3801,eliept1,eliept1/ppo-LunarLander-v2,244.62999999999997,271.34,26.71
3802,pelinbalci,pelinbalci/ppo-LunarLander-v2,244.61,260.94,16.33
3803,andressolve4,andressolve4/ppo-LunarLander-v2,244.61,261.68,17.07
3804,calewan,calewan/ppo-LunarLander-v2,244.60999999999999,268.76,24.15
3805,RohithKumar,RohithKumar/ppo-LunarLander-v2,244.60999999999999,261.57,16.96
3806,tf001,tf001/ppo-LunarLander-v2,244.58999999999997,267.15,22.56
3807,emmade-1999,emmade-1999/LunarLander-v2,244.58000000000004,264.91,20.33
3808,amanoyaku,amanoyaku/ppo1-LunarLander-v2,244.57000000000002,256.49,11.92
3809,kanika,kanika/ppo-LunarLander-v2,244.57,260.87,16.3
3810,nguyenmuoi157,nguyenmuoi157/ppo-LunarLander-v2,244.56999999999996,261.78,17.21
3811,pavankandru,pavankandru/rllunarlander,244.56,268.18,23.62
3812,c-wang,c-wang/deep-rl-course-unit1,244.56,261.25,16.69
3813,phil-bgm,phil-bgm/PPO-LunarLander-v2,244.54999999999998,261.21,16.66
3814,JDCollier89,JDCollier89/ppo-LunarLander-v2,244.54999999999998,258.01,13.46
3815,Blueslikehail,Blueslikehail/ppo-LunarLander-v2,244.54999999999998,269.34,24.79
3816,jguevara,jguevara/ppo-LunarLander-v2,244.54,262.94,18.4
3817,kyeongpil,kyeongpil/ppo-LunarLander-v2,244.53999999999996,264.03,19.49
3818,Clawoo,Clawoo/ppo-LunarLander-v2u1,244.53999999999996,265.09,20.55
3819,cbellew09,cbellew09/ppo-LunarLander-v2,244.53,265.38,20.85
3820,Hitesh17,Hitesh17/ppo-LunarLander-v2,244.53,263.18,18.65
3821,Absie,Absie/unit-1-ppo-LunarLander-v2,244.53,262.38,17.85
3822,alirezashr,alirezashr/ppo-LunarLander-v2,244.52,267.61,23.09
3823,grandbora,grandbora/PPO-LunarLander-v2,244.51,265.62,21.11
3824,MohammedDhiyaEddine,MohammedDhiyaEddine/ppo-LunarLander-v2,244.51,259.81,15.3
3825,FranPastor,FranPastor/ppo-LunarLander-v2,244.51,258.33,13.82
3826,GizemGuleser,GizemGuleser/ppo-LunarLander-v2,244.50000000000003,256.23,11.73
3827,nachshonc,nachshonc/rl_course_unit1,244.5,268.06,23.56
3828,naveen1divakar,naveen1divakar/ppo-LunarLander-v2,244.49999999999997,265.53,21.03
3829,MichaelSYD,MichaelSYD/ppo-LunarLander-v2,244.49,264.94,20.45
3830,1daniar,1daniar/ppo-LunarLander-v2,244.49,263.04,18.55
3831,vishal2304,vishal2304/ppo-LunarLander-v2,244.48999999999998,259.45,14.96
3832,AgastyaMalik,AgastyaMalik/ppo-LunarLander-v2,244.48999999999998,258.77,14.28
3833,Episolaris,Episolaris/ppo-LunarLander-v2,244.48,262.94,18.46
3834,sjainlucky,sjainlucky/RL-first,244.47000000000003,265.85,21.38
3835,Dems,Dems/ppo-LunarLander-v2,244.46999999999997,261.83,17.36
3836,werikcyano,werikcyano/ppo-LunarLander-v2,244.45999999999998,260.51,16.05
3837,auriolar,auriolar/ppo-LunarLander-v2,244.45000000000002,260.97,16.52
3838,Asubramanian19,Asubramanian19/ppo-LunarLander-v2,244.44,269.25,24.81
3839,AlexDD,AlexDD/ppo-LunarLander-v2,244.42999999999998,268.89,24.46
3840,hyunussarioglu,hyunussarioglu/ppo-LunarLander-v2,244.42,263.38,18.96
3841,niltheory,niltheory/ppo-LunarLander-v2,244.41000000000003,269.49,25.08
3842,pelemanov,pelemanov/ppo2-LunarLander-v2,244.40999999999997,261.65,17.24
3843,rigvedml,rigvedml/ppo-LunarLandar-v2,244.40000000000003,263.97,19.57
3844,paisanx,paisanx/ppo-LunarLander-v2,244.4,267.94,23.54
3845,alanland,alanland/ppo-LunarLander-v2,244.4,258.36,13.96
3846,matnord,matnord/PPO-LunarLander,244.39999999999998,261.51,17.11
3847,test123nananan,test123nananan/ppo-LunarLander-v2,244.39000000000001,260.29,15.9
3848,mnicky25,mnicky25/ppo-LunarLander-v2,244.39,256.78,12.39
3849,marleyshan21,marleyshan21/ppo-LunarLander-v2,244.39,262.02,17.63
3850,josephleekl,josephleekl/ppo-LunarLander-v2,244.39,265.21,20.82
3851,little3snake,little3snake/ppo-LunarLander-v2,244.38000000000002,256.47,12.09
3852,nolsman,nolsman/ppo-Luner-Lander-v2,244.38,271.02,26.64
3853,SwampMan,SwampMan/ppo-LunarLander-v2_1M,244.37,271.0,26.63
3854,mouli3011,mouli3011/ppo-LunarLander-v2,244.36,259.49,15.13
3855,hossniper,hossniper/ppo-LunarLander-v2,244.36,265.54,21.18
3856,Abhiram-29,Abhiram-29/ppo-LunarLander,244.35000000000002,265.04,20.69
3857,stevaras2,stevaras2/LunarLander-v2,244.35,263.62,19.27
3858,arunprasadh,arunprasadh/TEST2ppo-LunarLander-v2,244.35,269.13,24.78
3859,aliciatay,aliciatay/ppo-LunarLander-v2,244.33,263.48,19.15
3860,VenkatSBitra,VenkatSBitra/ppo-LunarLander-v2,244.32999999999998,265.57,21.24
3861,Sachin16,Sachin16/RL,244.32999999999998,261.28,16.95
3862,ieayvaz,ieayvaz/PPO-LunarLander-v2,244.32000000000002,259.49,15.17
3863,chathura97,chathura97/ppo-LunarLander-v2,244.32,263.63,19.31
3864,ashtech,ashtech/ppo-LunarLander-v2,244.32,265.63,21.31
3865,astein0,astein0/ppo-LunarLander-v2,244.31000000000003,260.6,16.29
3866,ChocoAlmendrado,ChocoAlmendrado/RL-DL-course-unit-1,244.29000000000002,267.17,22.88
3867,innyun,innyun/ppo-LunarLander-v2,244.29,264.13,19.84
3868,Mazin100,Mazin100/LunarLander-v2,244.28999999999996,261.53,17.24
3869,iloya,iloya/ppo-LunarLander-v2,244.26999999999998,255.73,11.46
3870,omd123,omd123/ppo-LunarLander-v2,244.26,263.63,19.37
3871,Laz4rz,Laz4rz/hf-LunarLander-1-ppo,244.26,261.43,17.17
3872,salazar-rich,salazar-rich/ppo-LunarLander-v2,244.25,264.37,20.12
3873,debin,debin/ppo-LunarLander-v2,244.25,266.58,22.33
3874,mazzio,mazzio/PPO-LunarLander-v2,244.23999999999998,264.28,20.04
3875,scoop777,scoop777/ppo-LunarLander-v2,244.23000000000002,261.47,17.24
3876,ztchir,ztchir/ppo-LunarLander-v2,244.23,257.82,13.59
3877,hacwh,hacwh/ppo-LunarLander-v2,244.23,264.5,20.27
3878,Sassy21,Sassy21/PPO-LunarLander-v2,244.22999999999996,265.03,20.8
3879,kelestemur,kelestemur/deep_rl,244.22,264.57,20.35
3880,NoyHanan,NoyHanan/ppo-LunarLander-v2,244.22,268.0,23.78
3881,mmopg42,mmopg42/ppo-lunarlander-v2,244.21999999999997,259.78,15.56
3882,CodyKilpatrick,CodyKilpatrick/ppo-LunarLander-v2,244.20999999999998,265.08,20.87
3883,Alesolu,Alesolu/ppo-LunarLander-v2,244.20000000000002,255.52,11.32
3884,Pearson,Pearson/ppo-LunarLander-v2,244.19,262.32,18.13
3885,MaitreHibou,MaitreHibou/week1-ppo-lunarlanderv2,244.19,258.13,13.94
3886,kay2781,kay2781/PPO-LunarLander-v2,244.18,254.81,10.63
3887,agcagc,agcagc/ppo-LunarLander-v2-TEST,244.18,261.49,17.31
3888,prahalath27,prahalath27/ppo-LunarLander-v2,244.17000000000002,260.62,16.45
3889,akhilshekkari,akhilshekkari/ppo-LunarLander-v2,244.17000000000002,269.48,25.31
